text,cleaned_text,language,date,source,location,disaster_type
Pray for us amen 🙏,pray for us amen :foldedhands:,Taglish,2025-04-23T08:29:58.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord Have Mercy on Us,lord have mercy on us,English,2025-04-23T02:55:20.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord keep us safe always,lord keep us safe always,English,2025-04-23T00:07:43.000Z,Facebook,"Meycauayan, Bulacan",Flood
Thank  you po Lord Amen,thank you po lord amen,English,2025-04-23T07:47:50.000Z,Facebook,"Meycauayan, Bulacan",Flood
In God we trust and believed that he will  save us and protect us🙏🙏🙏,in god we trust and believed that he will save us and protect us:foldedhands::foldedhands::foldedhands:,English,2025-04-23T00:24:22.000Z,Facebook,"Meycauayan, Bulacan",Flood
Gabayan nio po kmi panginoon,gabayan nio po kmi panginoon,Tagalog,2025-04-22T22:55:43.000Z,Facebook,"Meycauayan, Bulacan",Flood
God pls protect us 🙏,god please protect us :foldedhands:,English,2025-04-23T09:02:07.000Z,Facebook,"Meycauayan, Bulacan",Flood
Amen,amen,Taglish,2025-04-23T03:10:19.000Z,Facebook,"Meycauayan, Bulacan",Flood
Dasal tayo lahat walang mangyayari sa ating mundo 🙏🙏,dasal tayo lahat walang mangyayari sa ating mundo :foldedhands::foldedhands:,Tagalog,2025-04-22T23:20:45.000Z,Facebook,"Meycauayan, Bulacan",Flood
In Jesus name.Amen,in jesus nameamen,Taglish,2025-04-22T22:58:15.000Z,Facebook,"Meycauayan, Bulacan",Flood
Protect us oh Lord Amen 🙏,protect us oh lord amen :foldedhands:,English,2025-04-23T04:23:32.000Z,Facebook,"Meycauayan, Bulacan",Flood
"Lord, please spare us 🙏",lord please spare us :foldedhands:,English,2025-04-23T02:40:23.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord Jesus please protect  us🙏🙏🙏,lord jesus please protect us:foldedhands::foldedhands::foldedhands:,English,2025-04-23T00:25:20.000Z,Facebook,"Meycauayan, Bulacan",Flood
Amen,amen,Taglish,2025-04-22T23:50:26.000Z,Facebook,"Meycauayan, Bulacan",Flood
God bless us. Stay with us Lord.,god bless us stay with us lord,English,2025-04-23T06:15:56.000Z,Facebook,"Meycauayan, Bulacan",Flood
Amen,amen,Taglish,2025-04-23T11:04:35.000Z,Facebook,"Meycauayan, Bulacan",Flood
In jesus name 🙏❤️,in jesus name :foldedhands::redheart:,English,2025-04-23T00:07:23.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord have Mercy on Us.Amen,lord have mercy on usamen,English,2025-04-22T21:52:20.000Z,Facebook,"Meycauayan, Bulacan",Flood
keep safe evryone and pray 🙏🙏🙏,keep safe evryone and pray :foldedhands::foldedhands::foldedhands:,Taglish,2025-04-22T21:16:52.000Z,Facebook,"Meycauayan, Bulacan",Flood
Amen lord,amen lord,Taglish,2025-04-22T20:50:11.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord have mercy on us🙏,lord have mercy on us:foldedhands:,English,2025-04-23T04:58:59.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord gabyan at ingatan niu Ang bnsa nmn  at mng nkatira dto Lalo n Ang pamilya q huag Nia p kami pabbyaan Lalo n marami n kmi mnga pgkukulang sa iniu nariyan p dn kau nkagabay sa Amin lhat Amen,lord gabyan at ingatan niu ang bnsa nmn at mng nkatira dto lalo n ang pamilya q huag nia p kami pabbyaan lalo n marami n kmi mnga pgkukulang sa iniu nariyan p dn kau nkagabay sa amin lhat amen,Tagalog,2025-04-23T00:06:33.000Z,Facebook,"Meycauayan, Bulacan",Flood
Divine Mercy we trust in You,divine mercy we trust in you,English,2025-04-23T03:08:41.000Z,Facebook,"Meycauayan, Bulacan",Flood
Keep safe everyone 🙏🏻 God is with us all the time 🙏🏻🙏🏻🙏🏻,keep safe everyone :foldedhandslightskintone: god is with us all the time :foldedhandslightskintone::foldedhandslightskintone::foldedhandslightskintone:,English,2025-04-23T03:36:29.000Z,Facebook,"Meycauayan, Bulacan",Flood
God save us.🙏,god save us:foldedhands:,Taglish,2025-04-23T01:48:04.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord Keep us all safe.,lord keep us all safe,Taglish,2025-04-22T23:13:44.000Z,Facebook,"Meycauayan, Bulacan",Flood
Thank you Lord amen keep safe an pray .,thank you lord amen keep safe an pray,English,2025-04-22T20:40:57.000Z,Facebook,"Meycauayan, Bulacan",Flood
Please protect and guide us Oh Lord beause your are our Savior. Amen,please protect and guide us oh lord beause your are our savior amen,English,2025-04-23T08:09:47.000Z,Facebook,"Meycauayan, Bulacan",Flood
"Lord, protect us n keep us safe from any dangerous calamities🙏🙏🙏",lord protect us n keep us safe from any dangerous calamities:foldedhands::foldedhands::foldedhands:,English,2025-04-23T06:52:39.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord God Protect us..In Jesus Mighty Name..Thank you Lord..Amen!,lord god protect usin jesus mighty namethank you lordamen,English,2025-04-23T02:11:07.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord bless us amen,lord bless us amen,Taglish,2025-04-23T00:01:45.000Z,Facebook,"Meycauayan, Bulacan",Flood
lord keep us safe always,lord keep us safe always,English,2025-04-22T23:14:32.000Z,Facebook,"Meycauayan, Bulacan",Flood
Have Mercy on the people who are affected Lord.,have mercy on the people who are affected lord,English,2025-04-22T20:30:37.000Z,Facebook,"Meycauayan, Bulacan",Flood
Stay safe everyone! 🙏,stay safe everyone :foldedhands:,Taglish,2025-04-22T20:26:43.000Z,Facebook,"Meycauayan, Bulacan",Flood
"Lord Your still in control of everything. We keep on holding on to all your promises, as what You have said in Your Word, You will never leave us nor forsake us ( Hebrews 13:5)",lord your still in control of everything we keep on holding on to all your promises as what you have said in your word you will never leave us nor forsake us hebrews 13:5,English,2025-04-22T23:30:59.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord we Trust in You,lord we trust in you,English,2025-04-22T21:44:07.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord I ligtas mo po kmi s Anong mng kphmkan s aming Buhay ikw lng po ang higit n mkpng yrihan s lahat in Jesus name Amen,lord i ligtas mo po kmi s anong mng kphmkan s aming buhay ikw lng po ang higit n mkpng yrihan s lahat in jesus name amen,Tagalog,2025-04-22T22:56:37.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord have Mercy on Us. Amen,lord have mercy on us amen,English,2025-04-22T23:04:35.000Z,Facebook,"Meycauayan, Bulacan",Flood
Keep us all safe lord Amen,keep us all safe lord amen,Taglish,2025-04-23T04:33:38.000Z,Facebook,"Meycauayan, Bulacan",Flood
ILAYO NYO PU KMI PANGINOON SA ANUMANG URI NG KALAMIDAD. HUWAG NYO PUNG IPAHINTULOT N MNGYARI ANG SINASBI NILANG SAKUNA. GABAY AT PAG IINGAT PO ANG AMING KAHILINGAN. AMEN,ilayo nyo pu kmi panginoon sa anumang uri ng kalamidad huwag nyo pung ipahintulot n mngyari ang sinasbi nilang sakuna gabay at pag iingat po ang aming kahilingan amen,Tagalog,2025-04-23T03:04:57.000Z,Facebook,"Meycauayan, Bulacan",Flood
Keep my Family and Friends always safe with thee Heavenly Father in Jesus Christ name our Savior Amen.,keep my family and friends always safe with thee heavenly father in jesus christ name our savior amen,English,2025-04-22T23:23:13.000Z,Facebook,"Meycauayan, Bulacan",Flood
Keep us safe Lord,keep us safe lord,Taglish,2025-04-23T08:12:44.000Z,Facebook,"Meycauayan, Bulacan",Flood
"Lord keep us safe, Amen",lord keep us safe amen,Taglish,2025-04-23T05:02:38.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord God naway ilayo nyo po sa anomang mga sakuna ang bansang Pilipinas. Salamat po Ama. Amen 🙏🙏🙏,lord god naway ilayo nyo po sa anomang mga sakuna ang bansang pilipinas salamat po ama amen :foldedhands::foldedhands::foldedhands:,Tagalog,2025-04-23T02:52:05.000Z,Facebook,"Meycauayan, Bulacan",Flood
Need us to pray,need us to pray,English,2025-04-22T22:47:30.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord keep us safe always🙏,lord keep us safe always:foldedhands:,English,2025-04-22T22:23:59.000Z,Facebook,"Meycauayan, Bulacan",Flood
In God we trust🙏,in god we trust:foldedhands:,English,2025-04-22T21:43:13.000Z,Facebook,"Meycauayan, Bulacan",Flood
Keep safe everyone🙏,keep safe everyone:foldedhands:,Taglish,2025-04-23T07:08:50.000Z,Facebook,"Meycauayan, Bulacan",Flood
Ingat po tayong lahat🙏🙏,ingat po tayong lahat:foldedhands::foldedhands:,English,2025-04-23T02:45:26.000Z,Facebook,"Meycauayan, Bulacan",Flood
Amen lord,amen lord,Taglish,2025-04-23T06:04:06.000Z,Facebook,"Meycauayan, Bulacan",Flood
papa.god .ligtas mo.po ang pilipinas,papagod ligtas mopo ang pilipinas,Tagalog,2025-04-23T02:38:48.000Z,Facebook,"Meycauayan, Bulacan",Flood
Amen Lord,amen lord,Taglish,2025-04-23T01:53:19.000Z,Facebook,"Meycauayan, Bulacan",Flood
"Pray always for protection 
God will protect Phillippines 🙏🙏🙏",pray always for protection god will protect phillippines :foldedhands::foldedhands::foldedhands:,English,2025-04-23T01:15:23.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord protect your people 🙏,lord protect your people :foldedhands:,English,2025-04-23T00:02:41.000Z,Facebook,"Meycauayan, Bulacan",Flood
Keep us safe Lord,keep us safe lord,Taglish,2025-04-23T04:39:12.000Z,Facebook,"Meycauayan, Bulacan",Flood
Pray for us,pray for us,English,2025-04-23T01:09:40.000Z,Facebook,"Meycauayan, Bulacan",Flood
Amen Lord Jesus save us of all disasters.,amen lord jesus save us of all disasters,English,2025-04-22T21:35:15.000Z,Facebook,"Meycauayan, Bulacan",Flood
"Lord, keep us all safe,amen",lord keep us all safeamen,Taglish,2025-04-23T04:25:39.000Z,Facebook,"Meycauayan, Bulacan",Flood
Safe us oh Lord 🙏🙏🙏❤️,safe us oh lord :foldedhands::foldedhands::foldedhands::redheart:,English,2025-04-22T22:52:10.000Z,Facebook,"Meycauayan, Bulacan",Flood
Ayaw man lord,ayaw man lord,Tagalog,2025-04-22T23:55:49.000Z,Facebook,"Meycauayan, Bulacan",Flood
God is in control. Amen.,god is in control amen,English,2025-04-22T23:12:27.000Z,Facebook,"Meycauayan, Bulacan",Flood
Please Lord Jesus protect your people Amen,please lord jesus protect your people amen,Taglish,2025-04-23T02:31:35.000Z,Facebook,"Meycauayan, Bulacan",Flood
keep safe us oh Lord always amen,keep safe us oh lord always amen,Taglish,2025-04-22T11:11:41.000Z,Facebook,"Meycauayan, Bulacan",Flood
"Lord protect us n keep safe everyone
🙏🙏🙏",lord protect us n keep safe everyone :foldedhands::foldedhands::foldedhands:,Taglish,2025-04-23T02:17:42.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord keep us all safe 🙏,lord keep us all safe :foldedhands:,Taglish,2025-04-22T23:47:20.000Z,Facebook,"Meycauayan, Bulacan",Flood
God pls keep us safe from any untoward incidents...🙏🙏🙏,god please keep us safe from any untoward incidents:foldedhands::foldedhands::foldedhands:,English,2025-04-23T05:01:05.000Z,Facebook,"Meycauayan, Bulacan",Flood
LORD GOD KEEP US SAFE IN JESUS NAME 🙏,lord god keep us safe in jesus name :foldedhands:,Taglish,2025-04-23T01:22:33.000Z,Facebook,"Meycauayan, Bulacan",Flood
Panginoong makapangyarihan sa lahat... maraming salamat po sa pag ingat nyo Po sa amin...lalo lalo na Po sa aking buong pamilya...at sa buong Mundo.... Amen 🙏🙏🙏,panginoong makapangyarihan sa lahat maraming salamat po sa pag ingat nyo po sa aminlalo lalo na po sa aking buong pamilyaat sa buong mundo amen :foldedhands::foldedhands::foldedhands:,Tagalog,2025-04-22T20:11:37.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord pls keep us safe esp our love ones,lord please keep us safe esp our love ones,English,2025-04-22T23:07:36.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord pasayloa kameng tanan sa amonga mga kasal ananwla kame.mahemo kon Wala ekaw lord Ang emong pag buoy mauy matoman denhe sa tebuok kalebutan ug sa langet amen,lord pasayloa kameng tanan sa amonga mga kasal ananwla kamemahemo kon wala ekaw lord ang emong pag buoy mauy matoman denhe sa tebuok kalebutan ug sa langet amen,Tagalog,2025-04-22T22:23:48.000Z,Facebook,"Meycauayan, Bulacan",Flood
keep us all save lord🙏🙏,keep us all save lord:foldedhands::foldedhands:,Taglish,2025-04-22T21:55:44.000Z,Facebook,"Meycauayan, Bulacan",Flood
We Trust God always and let us pray  everyone in Jesus nsme Amen 🙏🙏🙏,we trust god always and let us pray everyone in jesus nsme amen :foldedhands::foldedhands::foldedhands:,English,2025-04-22T21:17:27.000Z,Facebook,"Meycauayan, Bulacan",Flood
"Lord God please save us from earthquakes, in Jesus name, Amen 🙏🙏🙏",lord god please save us from earthquakes in jesus name amen :foldedhands::foldedhands::foldedhands:,English,2025-04-23T02:48:52.000Z,Facebook,"Meycauayan, Bulacan",Flood
O' Rabbi protect them who believing to your greatest providence  and mercy🙏🏼 🤞,of rabbi protect them who believing to your greatest providence and mercy:foldedhandsmediumlightskintone: :crossedfingers:,English,2025-04-23T01:17:21.000Z,Facebook,"Meycauayan, Bulacan",Flood
Amen in jesus name our savior🙏🙏❤,amen in jesus name our savior:foldedhands::foldedhands::redheart:,English,2025-04-23T06:27:00.000Z,Facebook,"Meycauayan, Bulacan",Flood
Keep safe everyone 🙏🙏🙏,keep safe everyone :foldedhands::foldedhands::foldedhands:,Taglish,2025-04-23T06:12:50.000Z,Facebook,"Meycauayan, Bulacan",Flood
"Praying for safety, Oh Lord 🙏",praying for safety oh lord :foldedhands:,English,2025-04-23T04:18:50.000Z,Facebook,"Meycauayan, Bulacan",Flood
God bless,god bless,Taglish,2025-04-22T23:43:05.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord wg mo po kmi pababayaan..🙏🙏🙏in Jesus name Amen,lord wg mo po kmi pababayaan:foldedhands::foldedhands::foldedhands:in jesus name amen,Taglish,2025-04-22T23:09:54.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord kayo po ang may gawa ng lahat ng Bahay dito sa lupa at sa langit hinihiling po bagamat kmi po nagkasala at makasalanan huwag mo po kmi pababayaan alam nmin naghihinakit ka sa aming iyong nilalang inaamun ko po ang aking pagkakasala patawarin mo po kmi sa aming mga kasalanan Amen 🙏🙏🙏,lord kayo po ang may gawa ng lahat ng bahay dito sa lupa at sa langit hinihiling po bagamat kmi po nagkasala at makasalanan huwag mo po kmi pababayaan alam nmin naghihinakit ka sa aming iyong nilalang inaamun ko po ang aking pagkakasala patawarin mo po kmi sa aming mga kasalanan amen :foldedhands::foldedhands::foldedhands:,Tagalog,2025-04-23T11:01:16.000Z,Facebook,"Meycauayan, Bulacan",Flood
GOD BLESS US all!!,god bless us all,English,2025-04-23T00:46:55.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord Jesus protect  everyone in Jesus name Amen🙏🙏🙏,lord jesus protect everyone in jesus name amen:foldedhands::foldedhands::foldedhands:,English,2025-04-22T21:13:39.000Z,Facebook,"Meycauayan, Bulacan",Flood
"God is in control, Praise u Lord Jesus🙏",god is in control praise you lord jesus:foldedhands:,English,2025-04-23T07:33:08.000Z,Facebook,"Meycauayan, Bulacan",Flood
Amen lord jesus,amen lord jesus,Taglish,2025-04-23T07:55:48.000Z,Facebook,"Meycauayan, Bulacan",Flood
Amen Lord God 🙏,amen lord god :foldedhands:,Taglish,2025-04-23T07:02:06.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord alam ko pong iingatan ninyo kami kayo po ang TG pagligtas namin Salamat po s araw araw n pagbabantay at patawarin s mga nagagawang kasalanan Amen🙏,lord alam ko pong iingatan ninyo kami kayo po ang tg pagligtas namin salamat po s araw araw n pagbabantay at patawarin s mga nagagawang kasalanan amen:foldedhands:,Tagalog,2025-04-23T03:13:18.000Z,Facebook,"Meycauayan, Bulacan",Flood
Ingat po sa lhat and pray,ingat po sa lhat and pray,Tagalog,2025-04-22T23:39:35.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord  safe all amen,lord safe all amen,Taglish,2025-04-22T19:43:52.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord thank you amen 🙏,lord thank you amen :foldedhands:,English,2025-04-23T06:07:12.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord keep is safe always!,lord keep is safe always,Taglish,2025-04-22T20:53:57.000Z,Facebook,"Meycauayan, Bulacan",Flood
Lord God please safe everyone🙏🏻,lord god please safe everyone:foldedhandslightskintone:,English,2025-04-22T20:41:42.000Z,Facebook,"Meycauayan, Bulacan",Flood
"salamat panginoon at lagi nyo kami ginagabayan sa lahat ng kalamidad,sana lord hindi na po namin maranasan ang anumang sakuna,lagi nyo po kami gagabayan panginoon,thank you lord,amem🙏🙏🙏",salamat panginoon at lagi nyo kami ginagabayan sa lahat ng kalamidadsana lord hindi na po namin maranasan ang anumang sakunalagi nyo po kami gagabayan panginoonthank you lordamem:foldedhands::foldedhands::foldedhands:,Tagalog,2025-04-23T03:15:44.000Z,Facebook,"Meycauayan, Bulacan",Flood
Amen,amen,Taglish,2025-04-22T22:37:56.000Z,Facebook,"Meycauayan, Bulacan",Flood
Have mercy on us 🙏,have mercy on us :foldedhands:,English,2025-04-23T03:09:10.000Z,Facebook,"Meycauayan, Bulacan",Flood
"Have mercy on us,in Jesus name🙏🙏🙏",have mercy on usin jesus name:foldedhands::foldedhands::foldedhands:,English,2025-04-23T02:14:28.000Z,Facebook,"Meycauayan, Bulacan",Flood
Please Lord God keep safe everyone in Philippines 🙏🙏🙏,please lord god keep safe everyone in philippines :foldedhands::foldedhands::foldedhands:,English,2025-04-23T06:38:46.000Z,Facebook,"Meycauayan, Bulacan",Flood
God bless 🙏🙏🙏,god bless :foldedhands::foldedhands::foldedhands:,Taglish,2025-04-22T22:58:17.000Z,Facebook,"Meycauayan, Bulacan",Flood
God is good all the time,god is good all the time,English,2025-04-23T00:38:27.000Z,Facebook,"Meycauayan, Bulacan",Flood
keep us all safe Lord🙏🙏🙏,keep us all safe lord:foldedhands::foldedhands::foldedhands:,Taglish,2025-04-22T23:36:32.000Z,Facebook,"Meycauayan, Bulacan",Flood
